Title	Year	Journal	Targeted organisms	Technical target	Methods	Topics
Complete Genome Sequence of Klebsiella pneumoniae Siphophage Skenny	2019	Microbiology Resource Announcements	Virus, Pathogen	AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of Escherichia coli Phage Pisces	2019	Microbiology Resource Announcements	Virus	Isolate, Functional analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Complete Genome Sequence of Salmonella enterica Siphophage Shelanagig	2019	Microbiology Resource Announcements	Virus, Pathogen	Functional analysis	(Meta)genomics	Health & Disease
Complete Genome Sequence of Shelby, a Siphophage Infecting Carbapenemase-Producing Klebsiella pneumoniae	2019	Microbiology Resource Announcements	Bacteria, Virus, Pathogen	Functional analysis, AMR, Annotation	(Meta)genomics	Health & Disease
Complete Genome Sequence of Escherichia coli Myophage Mansfield	2019	Microbiology Resource Announcements	Bacteria, Virus	Functional analysis	(Meta)genomics	
Complete Genome Sequence of Escherichia coli Myophage Mangalitsa	2019	Microbiology Resource Announcements	Bacteria, Virus, Pathogen	Annotation	(Meta)genomics	Health & Disease
Complete Genome Sequence of Escherichia coli Siphophage Schulenberg	2019	Microbiology Resource Announcements	Bacteria, Virus	Functional analysis	(Meta)genomics	Health & Disease
VAPPER: High-throughput variant antigen profiling in African trypanosomes of livestock	2019	GigaScience	Pathogen	Isolate, Variant	(Meta)genomics, (Meta)transcriptomics	Health & Disease
Unbiased Map of Transcription Termination Sites in Haloferax volcanii reveals manifold termination patterns	2019	bioRxiv	Bacteria, Archaea	Annotation	(Meta)genomics	
RsaC sRNA modulates the oxidative stress response of Staphylococcus aureus during manganese starvation	2019	Nucleic Acids Research	Pathogen	Isolate, Functional analysis	(Meta)proteomics	Health & Disease
Fecal Transplant in Children With Clostridioides difficile Gives Sustained Reduction in Antimicrobial Resistance and Potential Pathogen Burden	2019	Open Forum Infectious Diseases	Bacteria, Microbiome, Pathogen	Community (taxonomy) profiling, Functional analysis, AMR	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
A Robust and Universal Metaproteomics Workflow for Research Studies and Routine Diagnostics Within 24 h Using Phenol Extraction, FASP Digest, and the MetaProteomeAnalyzer	2019	Frontiers in Microbiology	Microbiome	Community (taxonomy) profiling, Functional analysis, Annotation	(Meta)proteomics, Metaproteomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Evaluation of small ncRNAs as a possible epigenetic mechanism mediating the transition from biotrophy to necrotrophy in the life cycle of Phytophthora infestans	2019		Pathogen			Ecosystem Dynamics & Biodiversity, Health & Disease
The quorum sensing transcription factor AphA directly regulates natural competence in Vibrio cholerae	2019	PLoS Genetics	Bacteria, Microbiome	Community (taxonomy) profiling, Interactome	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
The association between gut microbiota composition and BMI in Chinese male college students, as analysed by next-generation sequencing	2019	British Journal of Nutrition	Bacteria, Microbiome	Community (taxonomy) profiling, Gene identification / Biomarker	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
A general framework for quantitatively assessing ecological stochasticity	2019	Proceedings of the National Academy of Sciences	Microbiome	Community (taxonomy) profiling, MAGs	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Study of VIPER and TATE in kinetoplastids and the evolution of tyrosine recombinase retrotransposons	2019	Mobile DNA	Virus		(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Differentially Expressed MiRNAs and tRNA Genes Affect Host Homeostasis During Highly Pathogenic Porcine Reproductive and Respiratory Syndrome Virus Infections in Young Pigs	2019	Frontiers in Genetics	Virus, Pathogen	Functional analysis, Interactome	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Draft Genome Sequence of Massilia sp. Strain ONC3, a Novel Bacterial Species of the Oxalobacteraceae Family Isolated from Garden Soil	2019	Microbiology Resource Announcements	Bacteria	Isolate, Functional analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Genome Sequence of Pseudomonas Phage UMP151, Isolated from the Female Bladder Microbiota	2019	Microbiology Resource Announcements	Bacteria, Virus, Microbiome	Isolate	(Meta)genomics	
Collection of Mitochondrial tRNA Sequences and Anticodon Identification for Acheta domesticus	2019	Materials Science Forum	Eukaryote, Pathogen	Functional analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
A comparative metagenomic and spectroscopic analysis of soils from an international point of entry between the US and Mexico.	2019	Environment international		Comparative analysis	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity
First Complete Genome Sequence of Currently Circulating Infectious Bronchitis Virus Strain DMV/1639 of the GI-17 Lineage	2019	Microbiology Resource Announcements	Virus	Isolate	(Meta)genomics	Health & Disease
The effects of spatial and temporal replicate sampling on eDNA metabarcoding	2019	PeerJ	Microbiome	Isolate, Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity
EOMES interacts with RUNX3 and BRG1 to promote innate memory cell formation through epigenetic reprogramming	2019	Nature Communications	Pathogen	Functional analysis	(Meta)genomics	Health & Disease
MG-RAST version 4 - lessons learned from a decade of low-budget ultra-high-throughput metagenome analysis	2019	Briefings in bioinformatics			(Meta)genomics, Metagenomics	
Human gut microbiome changes during a 10 week Randomised Control Trial for micronutrient supplementation in children with attention deficit hyperactivity disorder	2019	Scientific Reports	Bacteria, Microbiome	Community (taxonomy) profiling	Metabarcoding	
How Does eDNA Compare to Traditional Trapping? Detecting Mosquito Communities in South-African Freshwater Ponds	2019	Frontiers in Ecology and Evolution	Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity
Gut microbiota contributes to the distinction between two traditional Chinese medicine syndromes of ulcerative colitis	2019	World Journal of Gastroenterology	Bacteria, Microbiome, Pathogen	Community (taxonomy) profiling, Functional analysis	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease
Diversity of tryptophan halogenases in sponges of the genus Aplysina	2019	FEMS Microbiology Ecology	Bacteria, Microbiome	Community (taxonomy) profiling, Variant	Metabolomics	Ecosystem Dynamics & Biodiversity
Quantifying the RNA cap epitranscriptome reveals novel caps in cellular and viral RNA	2019	Nucleic Acids Research	Virus, Eukaryote		(Meta)transcriptomics, (Meta)proteomics, Metabolomics	
The potential for polyphosphate metabolism in Archaea and anaerobic polyphosphate formation in Methanosarcina mazei	2019	Scientific Reports	Bacteria, Archaea	Functional analysis		
Whole-Genome Sequencing Analysis of Nontyphoidal Salmonella enterica of Chicken Meat and Human Origin Under Surveillance in Sri Lanka	2019	Foodborne Pathogens and Disease		Isolate, AMR	(Meta)genomics	Health & Disease
Draft Genome Sequences of Antimicrobial-Resistant Shigella Clinical Isolates from Pakistan	2019	Microbiology Resource Announcements		Isolate, AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of the Novel Klebsiella pneumoniae Phage Marfa	2019	Microbiology Resource Announcements	Virus	Functional analysis	(Meta)genomics	
Draft Genome Sequences of Six Bacteria Isolated from the Benham Bank, Philippine Rise, Philippines	2019	Microbiology Resource Announcements	Bacteria	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Complete Genome Sequence of Serratia marcescens Myophage Moabite	2019	Microbiology Resource Announcements	Virus, Pathogen		(Meta)genomics	Health & Disease
Complete Genome Sequence of Staphylococcus aureus Siphophage Sebago	2019	Microbiology Resource Announcements	Virus		(Meta)genomics	Health & Disease
Complete Genome Sequence of Staphylococcus aureus Siphophage Lorac	2019	Microbiology Resource Announcements	Virus		(Meta)genomics	Health & Disease
Complete Genome Sequence of Serratia marcescens Podophage Parlo	2019	Microbiology Resource Announcements	Virus, Pathogen	AMR	(Meta)genomics	Health & Disease
Scalable Pathogen Pipeline Platform (SP^3): Enabling Unified Genomic Data Analysis with Elastic Cloud Computing	2019	2019 IEEE 12th International Conference on Cloud Computing (CLOUD)	Pathogen		(Meta)genomics	Health & Disease
The Emergence of Avian Orthoavulavirus 13 in Wild Migratory Waterfowl in China Revealed the Existence of Diversified Trailer Region Sequences and HN Gene Lengths within this Serotype	2019	Viruses	Virus, Pathogen	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
First Complete Genome Sequence of a Subgenotype Vd Newcastle Disease Virus Isolate	2019	Microbiology Resource Announcements	Virus	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Complex Bacterial Consortia Reprogram the Colitogenic Activity of Enterococcus faecalis in a Gnotobiotic Mouse Model of Chronic, Immune-Mediated Colitis	2019	Frontiers in Immunology	Bacteria, Microbiome, Pathogen	Isolate, Community (taxonomy) profiling, Functional analysis, Interactome		Ecosystem Dynamics & Biodiversity, Health & Disease
Species-specific mechanisms of cytotoxicity toward immune cells determine the successful outcome of Vibrio infections	2019	Proceedings of the National Academy of Sciences	Bacteria, Pathogen	Functional analysis, Interactome		Ecosystem Dynamics & Biodiversity, Health & Disease
Improved phylogenomic sampling of free-living nematodes enhances resolution of higher-level nematode phylogeny	2019	BMC Evolutionary Biology			Metabarcoding, (Meta)genomics, (Meta)transcriptomics	Ecosystem Dynamics & Biodiversity
Epithelium intrinsic vitamin A signaling co-ordinates pathogen clearance in the gut via IL-18	2019	PLoS Pathogens	Pathogen	Functional analysis, Interactome, AMR		Health & Disease
Hyperparameter optimization for image analysis: application to prostate tissue images and live cell data of virus-infected cells	2019	International Journal of Computer Assisted Radiology and Surgery	Virus			Health & Disease
Complete genome sequence of a previously undescribed badnavirus occurring in Polyscias fruticosa L. (Ming aralia)	2019	Archives of Virology	Virus		(Meta)genomics	
Monocyte Polarization is Altered by Total-Body Irradiation in Male Rhesus Macaques: Implications for Delayed Effects of Acute Radiation Exposure	2019	Radiation Research	Virus, Pathogen	Isolate, Functional analysis		Ecosystem Dynamics & Biodiversity, Health & Disease
Complete Genome Sequence of Serratia marcescens Phage MTx	2019	Microbiology Resource Announcements	Virus, Pathogen	Functional analysis, AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of Agrobacterium tumefaciens Myophage Milano	2019	Microbiology Resource Announcements	Bacteria, Virus, Pathogen	Functional analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Complete Genome Sequence of Escherichia coli Myophage Minorna	2019	Microbiology Resource Announcements	Bacteria, Virus	AMR	(Meta)genomics	Health & Disease
New archaeal viruses discovered by metagenomic analysis of viral communities in enrichment cultures.	2019	Environmental microbiology	Virus, Archaea, Microbiome	Community (taxonomy) profiling	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
CReasPy-cloning: a method for simultaneous cloning and engineering of megabase-sized genomes in yeast using the CRISPR-Cas9 system	2019	bioRxiv	Bacteria, Virus		(Meta)genomics	
Chromosome organization by a conserved condensin-ParB system in the actinobacterium Corynebacterium glutamicum	2019	Nature Communications	Bacteria	Functional analysis, Interactome		Health & Disease
Attenuation of a Pathogenic Mycoplasma Strain by Modification of the obg Gene by Using Synthetic Biology Approaches	2019	mSphere	Pathogen	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Abundant bacteria in the proximal and distal intestine of healthy Siberian sturgeons (Acipenser baerii)	2019	Aquaculture	Bacteria			Health & Disease
Draft Genome Sequence of Nitrosomonas sp. Strain APG5, a Betaproteobacterial Ammonia-Oxidizing Bacterium Isolated from Beach Sand	2019	Microbiology Resource Announcements	Bacteria	Isolate	(Meta)genomics	
Complete Genome Sequence of Serratia marcescens Siphophage Scapp	2019	Microbiology Resource Announcements	Virus, Pathogen	AMR	(Meta)genomics	Health & Disease
The curious case of the Mesolithic Iberian dogs: An archaeogenetic study	2019	Journal of Archaeological Science	Archaea			
Microbial iron metabolism as revealed by gene expression profiles in contrasted Southern Ocean regimes	2019	Environmental Microbiology	Bacteria, Microbiome	Community (taxonomy) profiling	(Meta)transcriptomics, Metatranscriptomics	Ecosystem Dynamics & Biodiversity
baerhunter: An R package for the discovery and analysis of expressed non-coding regions in bacterial RNA-seq data	2019	bioRxiv	Bacteria	Functional analysis, Annotation	(Meta)genomics, (Meta)transcriptomics	
Reference plasmid pHXB2_D is an HIV-1 molecular clone that exhibits identical LTRs and a single integration site indicative of an HIV provirus	2019	bioRxiv	Virus	MAGs, Variant	Metabarcoding, (Meta)genomics	Health & Disease
Genomic Characterization of Arcobacter butzleri Isolated From Shellfish: Novel Insight Into Antibiotic Resistance and Virulence Determinants	2019	Frontiers in Microbiology	Pathogen	Isolate, Community (taxonomy) profiling, AMR, Comparative analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
First report of Salmonella 1,4,[5],12:i:- in free-ranging striped dolphins (Stenella coeruleoalba), Italy	2019	Scientific Reports	Pathogen	Isolate, AMR, SNP, Variant	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Linking soil's volatilome to microbes and plant roots highlights the importance of microbes as emitters of belowground volatile signals.	2019	Environmental microbiology	Bacteria, Microbiome	Community (taxonomy) profiling, Interactome	(Meta)proteomics	Ecosystem Dynamics & Biodiversity, Health & Disease
