Title	Year	Journal
Phenotypic, Hormonal, and Genomic Variation Among Vitis vinifera Clones With Different Cluster Compactness and Reproductive Performance	2019	Frontiers in Plant Science
Apollo: Democratizing genome annotation	2019	PLoS Computational Biology
Transcriptome data from three endemic Myrtaceae species from New Caledonia displaying contrasting responses to myrtle rust (Austropuccinia psidii)	2019	Data in Brief
High-throughput terrestrial biodiversity assessments: mitochondrial metabarcoding, metagenomics or metatranscriptomics?	2019	Mitochondrial DNA Part A
RNA-sequencing in ophthalmology research: considerations for experimental design and analysis	2019	Therapeutic Advances in Ophthalmology
Intestinal microbiota assessment in cirrhotic patients from a Mexican mestizo population.	2019	Revista de gastroenterologia de Mexico
Gut Microbiota Profiling of Aflatoxin B1-Induced Rats Treated with Lactobacillus casei Shirota	2019	Toxins
Intestinal microbiota assessment in cirrhotic patients from a Mexican mestizo population	2019	Revista de Gastroenterología de México (English Edition)
Comparative mitochondrial genome analysis of the firefly, Inflata indica (Coleoptera: Lampyridae) and the first evidence of heteroplasmy in fireflies.	2019	International journal of biological macromolecules
A Primer on Data Analytics in Functional Genomics: How to Move from Data to Insight?	2019	Trends in Biochemical Sciences
Development of a DNA metabarcoding method for the identification of fifteen mammalian and six poultry species in food.	2019	Food chemistry
A Regulatory Module Controlling GA-Mediated Endosperm Cell Expansion Is Critical for Seed Germination in Arabidopsis	2019	Molecular Plant
Next-generation antigen receptor sequencing of paired diagnosis and relapse samples of B-cell acute lymphoblastic leukemia: Clonal evolution and implications for minimal residual disease target selection.	2019	Leukemia research
Endothelial cell mineralocorticoid receptors oppose VEGF-induced gene expression and angiogenesis.	2019	The Journal of endocrinology
Engagement of DNA and H3K27me3 by the CBX8 chromodomain drives chromatin association	2018	Nucleic Acids Research
C19ORF66 broadly escapes viral-induced endonuclease cleavage and restricts Kaposi’s Sarcoma Associated Herpesvirus (KSHV)	2018	bioRxiv
QuanTP: A Software Resource for Quantitative Proteo-Transcriptomic Comparative Data Analysis and Informatics.	2018	Journal of proteome research
Navigating the immuno-epidemiology of malaria: Potential metrics for surveillance and cluster randomised trials	2018	
Proposing a representation model of computational simulations' execution context for reproducibility purposes. (Proposition d'un modèle pour la représentation de contexte d'exécution de simulations informatiques à des fins de reproductibilité)	2018	
Pathogen-Host Analysis Tool (PHAT): an integrative platform to analyze next-generation sequencing data	2018	Bioinformatics
Viral Enrichment Methods Affect the Detection but Not Sequence Variation of West Nile Virus in Equine Brain Tissue	2018	Frontiers in Veterinary Science
Analysis of the global frequency and penetrance of ATP7B variants: implications for Wilson disease prevalence	2018	bioRxiv
Unexpected diversity in eukaryotic transcription revealed by the retrotransposon hotspot family of Trypanosoma brucei	2018	Nucleic Acids Research
Nucleosome Positioning by an Evolutionarily Conserved Chromatin Remodeler Prevents Aberrant DNA Methylation in Neurospora	2018	Genetics
A unique subset of low-risk Wilms tumors is characterized by loss of function of TRIM28 (KAP1), a gene critical in early renal development: A Children’s Oncology Group study	2018	PLoS ONE
FOXG1 Regulates PRKAR2B Transcriptionally and Posttranscriptionally via miR200 in the Adult Hippocampus	2018	Molecular Neurobiology
Approaches to integrating genetic data into ecological networks	2018	Molecular Ecology
A transcriptomics analysis of the Tbx5 paralogues in zebrafish	2018	PLoS ONE
VAPPER: High-throughput Variant Antigen Profiling in African trypanosomes	2018	bioRxiv
Enhancing hydrogen‐dependent growth of and carbon dioxide fixation by Clostridium ljungdahlii through nitrate supplementation	2018	Biotechnology and Bioengineering
NF-κB p65 dimerization and DNA-binding is important for inflammatory gene expression	2018	The FASEB Journal
Etude des voies de silencing transciptionnel indépendantes de la méthylation ADN chez Arabidopsis thaliana	2018	
Long-term exposure to elevated temperature in Atlantic salmon (Salmo salar)	2018	
Research on cloud computing in the resource sharing system of university library services	2018	Evolutionary Intelligence
Multifocal Versus Conventional Unifocal Diverticulitis: A Comparison of Clinical and Transcriptomic Characteristics	2018	Digestive Diseases and Sciences
Optimized Storing of Workflow Outputs through Mining Association Rules	2018	2018 IEEE International Conference on Big Data (Big Data)
Return on Investment for Three Cyberinfrastructure Facilities: A Local Campus Supercomputer, the NSF-Funded Jetstream Cloud System, and XSEDE (the eXtreme Science and Engineering Discovery Environment)	2018	2018 IEEE/ACM 11th International Conference on Utility and Cloud Computing (UCC)
MetaFlow: an interactive user-friendly workflow for automated analysis of whole genome shotgun sequencing metagenomic data	2018	2018 IEEE International Conference on Bioinformatics and Biomedicine (BIBM)
MULTI-X, a State-of-the-Art Cloud-Based Ecosystem for Biomedical Research	2018	2018 IEEE International Conference on Bioinformatics and Biomedicine (BIBM)
Ten quick tips for sharing open genomic data	2018	PLoS Computational Biology
Complete Genome Sequence of the Polymyxin E (Colistin)-Producing Paenibacillus sp. Strain B-LR	2018	Microbiology Resource Announcements
"
 NRG1 signalling regulates the establishment of Sertoli cell stock in the mouse testis"	2018	Molecular and Cellular Endocrinology
Sex separation induces differences in the olfactory sensory receptor repertoires of male and female mice	2018	Nature Communications
Quantitative RNAseq analysis of Ugandan KS tumors reveals KSHV gene expression dominated by transcription from the LTd downstream latency promoter	2018	PLoS Pathogens
iDEP: an integrated web application for differential expression and pathway analysis of RNA-Seq data	2018	BMC Bioinformatics
Compressive force induces reversible chromatin condensation and cell geometry–dependent transcriptional response	2018	Molecular Biology of the Cell
Dynamics of compost microbiota during the cultivation of Agaricus bisporus in the presence of Bacillus velezensis QST713 as biocontrol agent against Trichoderma aggressivum	2018	Biological Control
Impacts of Diet and Exercise on Maternal Gut Microbiota Are Transferred to Offspring	2018	Frontiers in Endocrinology
SkeletalVis: an exploration and meta-analysis data portal of cross-species skeletal transcriptomics data	2018	Bioinformatics
ASH1-catalyzed H3K36 methylation drives gene repression and marks H3K27me2/3-competent chromatin	2018	eLife
Rapid virulence prediction and identification of Newcastle disease virus genotypes using third-generation sequencing	2018	Virology Journal
Genotyping-by-Sequencing on the Ion Torrent Platform in Barley.	2018	Methods in molecular biology
Dissecting clinical outcome of porcine circovirus type 2 with in vivo derived transcriptomic signatures of host tissue responses	2018	BMC Genomics
Production of Lipids and Proteome Variation in a Chilean Thraustochytrium striatum Strain Cultured under Different Growth Conditions	2018	Marine Biotechnology
Bone marrow-on-a-chip: Emulating the human bone marrow	2018	bioRxiv
Next generation sequencing‐based molecular diagnosis in familial congenital cataract expands the mutational spectrum in known congenital cataract genes	2018	American Journal of Medical Genetics Part A
The use of next generation sequencing for improving food safety: Translation into practice	2018	Food microbiology
Diazotrophs and N2-Fixation Associated With Particles in Coastal Estuarine Waters	2018	Frontiers in Microbiology
Modern Information Technology for Cancer Research: What’s in IT for Me? An Overview of Technologies and Approaches	2018	Oncology
MTBseq: a comprehensive pipeline for whole genome sequence analysis of Mycobacterium tuberculosis complex isolates	2018	PeerJ
WUSCHEL acts as a rheostat on the auxin pathway to maintain apical stem cells in Arabidopsis	2018	bioRxiv
Centrosomal protein TRIM43 restricts herpesvirus infection by regulating nuclear lamina integrity	2018	Nature Microbiology
Exploratory metagenomic analyses of periweaning failure-to-thrive syndrome-affected pigs	2018	Veterinary Record
A complete Leishmania donovani reference genome identifies novel genetic variations associated with virulence	2018	Scientific Reports
Sex- and developmental-specific transcriptomic analyses of the Antarctic mite, Alaskozetes antarcticus, reveal transcriptional shifts underlying oribatid mite reproduction	2018	Polar Biology
The schlafen core domain: from structure to function	2018	
Selective expansion of myeloid and NK cells in humanized mice yields human-like vaccine responses	2018	Nature Communications
Combinatorial regulation of hepatic cytoplasmic signaling and nuclear transcriptional events by the OGT/REV-ERBα complex	2018	Proceedings of the National Academy of Sciences of the United States of America
Comparative analysis of nucleus-encoded plastid-targeting proteins in Rafflesia cantleyi against photosynthetic and non-photosynthetic representatives reveals orthologous systems with potentially divergent functions	2018	Scientific Reports
Draft Genome Sequences of 57 Salmonella enterica Strains from Selected U.S. Swine Feed Mills	2018	Microbiology Resource Announcements
Draft Genome Sequence of “Candidatus Bathyarchaeota” Archaeon BE326-BA-RLH, an Uncultured Denitrifier and Putative Anaerobic Methanotroph from South Africa’s Deep Continental Biosphere	2018	Microbiology Resource Announcements
GenPipes: an open-source framework for distributed and scalable genomic analyses	2018	GigaScience
Updating Plakobranchus cf. ianthobapsus (Gastropoda, Sacoglossa) host use: Diverse algal-animal interactions revealed by NGS with implications for invasive species management.	2018	Molecular phylogenetics and evolution
Similarities and differences in the regulation of HoxD genes during chick and mouse limb development	2018	PLoS Biology
Direct Selection Strategy for Isolating Aptamers with pH-Sensitive Binding Activity	2018	ACS Sensors
Genes differentially expressed in broccoli as an early and late response to wounding stress	2018	Postharvest Biology and Technology
BioInstaller: a comprehensive R package to construct interactive and reproducible biological data analysis applications based on the R platform	2018	PeerJ
High-throughput Identification of FLT3 Wild-type and Mutant Kinase Substrate Preferences and Application to Design of Sensitive In Vitro Kinase Assay Substrates*	2018	Molecular & Cellular Proteomics
Accumulating computational resource usage of genomic data analysis workflow to optimize cloud computing instance selection	2018	GigaScience
